seed,pv_kw,battery_kwh,hours,load_kwh,pv_kwh,grid_import_kwh,grid_peak_kw,export_kwh,curtailed_kwh,fuel_liters,unserved_critical_kwh,shed_noncritical_kwh,outage_critical_served_fraction,energy_cost,demand_cost,export_credit,fuel_cost,operating_cost,co2_kg,initial_stored_kwh,final_stored_kwh,battery_loss_kwh,max_balance_error_kw
45,85,0,168,3727.606079104429,3623.243696031758,2275.034611686063,43.51065554053356,874.848482547026,1295.8237460663656,0.0,0.0,0.0,,416.7644574649889,348.0852443242685,34.99393930188104,0.0,729.8557624873763,864.5131524407038,0.0,0.0,0.0,0.0
45,85,50,168,3727.606079104429,3623.243696031758,2009.034611686063,43.51065554053356,707.0019748596709,1168.9334116484574,0.0,0.0,0.0,,339.6244574649889,348.0852443242685,28.280078994386837,0.0,659.4296227948706,763.433152440704,10.0,10.0,28.736842105263154,7.105427357601002e-15
45,85,100,168,3727.606079104429,3623.243696031758,1743.0346116860633,38.61888616770447,654.2513886830284,926.9471557198369,0.0,0.0,0.0,,262.48445746498885,308.95108934163574,26.170055547321137,0.0,545.2654912593035,662.3531524407041,20.0,20.0,57.473684210526315,7.105427357601002e-15
45,85,150,168,3727.606079104429,3623.243696031758,1571.9874816459264,36.50068681542747,639.3160323584123,735.4819325926461,0.0,0.0,0.0,,212.88078975334918,292.00549452341977,25.572641294336492,0.0,479.31364298243244,597.3552430254521,30.0,46.03093991065158,76.7961937115449,7.105427357601002e-15
46,25,0,168,3734.8714650063657,981.0660205464142,2796.3573424945034,44.624551628758695,42.55189803455219,0.0,0.0,0.0,0.0,,508.0937993448732,356.99641303006956,1.7020759213820875,0.0,863.3881364535607,1062.6157901479114,0.0,0.0,0.0,3.552713678800501e-15
46,25,50,168,3734.8714650063657,981.0660205464142,2757.9542545183203,44.624551628758695,0.0,0.0,0.0,0.0,0.0,,496.95690383178004,356.99641303006956,0.0,0.0,853.9533168618495,1048.0226167169617,10.0,10.0,4.148810058368838,3.552713678800501e-15
46,25,100,168,3734.8714650063657,981.0660205464142,2757.9542545183203,44.624551628758695,0.0,0.0,0.0,0.0,0.0,,496.95690383178004,356.99641303006956,0.0,0.0,853.9533168618495,1048.0226167169617,20.0,20.0,4.148810058368838,3.552713678800501e-15
46,25,150,168,3734.8714650063657,981.0660205464142,2757.9542545183203,44.624551628758695,0.0,0.0,0.0,0.0,0.0,,496.95690383178004,356.99641303006956,0.0,0.0,853.9533168618495,1048.0226167169617,30.0,30.0,4.148810058368838,3.552713678800501e-15
46,55,0,168,3734.8714650063657,2158.345245202111,2418.459690343825,44.624551628758695,629.7465778462298,212.1868926933409,0.0,0.0,0.0,,445.5867949011432,356.99641303006956,25.189863113849192,0.0,777.3933448173635,919.0146823306535,0.0,0.0,0.0,3.552713678800501e-15
46,55,50,168,3734.8714650063657,2158.345245202111,2152.459690343825,44.624551628758695,404.53850887548197,142.65811955882558,0.0,0.0,0.0,,368.4467949011432,356.99641303006956,16.18154035501928,0.0,709.2616675761935,817.9346823306536,10.0,10.0,28.736842105263158,7.105427357601002e-15
46,55,100,168,3734.8714650063657,2158.345245202111,1887.9834685216467,41.66313690191917,202.36057465654903,51.78760854542762,0.0,0.0,0.0,,291.7486905727114,333.30509521535333,8.09442298626196,0.0,616.9593628018027,717.4337180382257,20.0,20.0,57.30906551541541,7.105427357601002e-15
46,55,150,168,3734.8714650063657,2158.345245202111,1718.53289172932,41.24794569808576,58.91636373719946,3.337115057785887,0.0,0.0,0.0,,242.60802330293663,329.98356558468606,2.3566545494879785,0.0,570.2349343381347,653.0424988571416,30.0,33.93094098419253,75.82225214588743,7.105427357601002e-15
46,85,0,168,3734.8714650063657,3335.624469857808,2294.48700445104,44.624551628758695,847.5357082478766,1047.7043010546054,0.0,0.0,0.0,,421.47088965989883,356.99641303006956,33.90142832991506,0.0,744.5658743600534,871.9050616913952,0.0,0.0,0.0,0.0
46,85,50,168,3734.8714650063657,3335.624469857808,2028.4870044510399,44.624551628758695,674.1127210692714,926.3904461279474,0.0,0.0,0.0,,344.33088965989884,356.99641303006956,26.964508842770858,0.0,674.3627938471975,770.8250616913951,10.0,10.0,28.736842105263158,0.0
46,85,100,168,3734.8714650063657,3335.624469857808,1762.4870044510394,40.206222978877825,603.1211941468913,702.6451309450645,0.0,0.0,0.0,,267.1908896598989,321.6497838310226,24.124847765875653,0.0,564.7158257250459,669.745061691395,20.0,20.0,57.47368421052632,0.0
46,85,150,168,3734.8714650063657,3335.624469857808,1583.9732704226317,36.696190689931996,586.48849983387,507.75656011689483,0.0,0.0,0.0,,215.42190679166052,293.56952551945596,23.459539993354802,0.0,485.5318923177617,601.9098427606001,30.0,43.03600817001764,77.44520715329153,0.0
